date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:01:37	19195/19195	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202024%2000:01:37%20GMT	https://digicyfr.odoo.com/web/login	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/login.html	(from https://digicyfr.odoo.com/)
02:01:38	30624/30624	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202024%2000:01:38%20GMT	https://digicyfr.odoo.com/our-services	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/our-services.html	(from https://digicyfr.odoo.com/)
02:01:39	25469/25469	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jun%202024%2000:01:39%20GMT	https://digicyfr.odoo.com/about-us	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/about-us.html	(from https://digicyfr.odoo.com/)
02:01:39	19903/19903	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Fri,%2028%20Jun%202024%2000:01:40%20GMT	https://digicyfr.odoo.com/'/web/image/website.s_cover_default_image'	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/'/web/image/website.s_cover_default_image'	(from https://digicyfr.odoo.com/)
02:01:40	19909/19909	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Fri,%2028%20Jun%202024%2000:01:41%20GMT	https://digicyfr.odoo.com/'/web_editor/shape/web_editor/Origins/02_001.svg?c4=o-color-3&c5=rgba%280%2C%200%2C%200%2C%200%29&flip=xy'	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/'/web_editor/shape/web_editor/Origins/02_0011551.svg	(from https://digicyfr.odoo.com/)
02:01:41	272/272	---M--	303	error ('SEE%20OTHER')	text/html	date:Fri,%2028%20Jun%202024%2000:01:42%20GMT	https://digicyfr.odoo.com/website/social/facebook	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/website/social/facebook	(from https://digicyfr.odoo.com/)
02:01:42	340/340	---M--	303	error ('SEE%20OTHER')	text/html	date:Fri,%2028%20Jun%202024%2000:01:43%20GMT	https://digicyfr.odoo.com/website/social/linkedin	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/website/social/linkedin	(from https://digicyfr.odoo.com/)
02:01:43	260/260	---M--	303	error ('SEE%20OTHER')	text/html	date:Fri,%2028%20Jun%202024%2000:01:44%20GMT	https://digicyfr.odoo.com/website/social/github	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/website/social/github	(from https://digicyfr.odoo.com/)
02:01:44	18496/18496	---M--	200	added ('OK')	image/png	etag:%2266732166-4840%22	https://digicyfr.odoo.com/web/image/1041-dc4aa12c/digicyfr-high-resolution-logo-black.png	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/image/1041-dc4aa12c/digicyfr-high-resolution-logo-black.png	(from https://digicyfr.odoo.com/)
02:01:45	627/627	---M--	200	added ('OK')	image/png	etag:%2266055ee4-273%22	https://digicyfr.odoo.com/web/static/img/odoo_logo_tiny.png	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/odoo_logo_tiny.png	(from https://digicyfr.odoo.com/)
02:01:46	135/135	---M--	200	added ('OK')	image/png	etag:%2266055ee4-87%22	https://digicyfr.odoo.com/web/static/img/transparent.png	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/transparent.png	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:47	2874/2874	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-b3a%22	https://digicyfr.odoo.com/web/static/img/empty_folder.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/empty_folder.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:48	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2266055ee4-17ee8%22	https://digicyfr.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/src/libs/fontawesome/fonts/fontawesome-webfont3e6e.woff	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:49	6112/6112	---M--	200	added ('OK')	font/woff2	etag:%2266055ee4-17e0%22	https://digicyfr.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff2	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:50	7364/7364	---M--	200	added ('OK')	font/woff	etag:%2266055ee4-1cc4%22	https://digicyfr.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/lib/odoo_ui_icons/fonts/odoo_ui_icons.woff	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:51	613/613	---M--	200	added ('OK')	image/png	etag:%2266055ee4-265%22	https://digicyfr.odoo.com/web/static/lib/select2/select2.png	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/lib/select2/select2.png	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:52	1849/1849	---M--	200	added ('OK')	image/gif	etag:%2266055ee4-739%22	https://digicyfr.odoo.com/web/static/lib/select2/select2-spinner.gif	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/lib/select2/select2-spinner.gif	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:53	845/845	---M--	200	added ('OK')	image/png	etag:%2266055ee4-34d%22	https://digicyfr.odoo.com/web/static/lib/select2/select2x2.png	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/lib/select2/select2x2.png	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:54	1220/1220	---M--	200	added ('OK')	font/woff	etag:%2266055ee4-4c4%22	https://digicyfr.odoo.com/web/static/fonts/tiktok_only.woff	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/fonts/tiktok_only.woff	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:55	3344/3344	---M--	200	added ('OK')	font/woff	etag:%2266055ee4-d10%22	https://digicyfr.odoo.com/web/static/fonts/twitter_x_only.woff	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/fonts/twitter_x_only.woff	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:56	1505/1505	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-5e1%22	https://digicyfr.odoo.com/web/static/img/mimetypes/unknown.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/unknown.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:57	1374/1374	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-55e%22	https://digicyfr.odoo.com/web/static/img/mimetypes/image.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/image.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:58	1473/1473	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-5c1%22	https://digicyfr.odoo.com/web/static/img/mimetypes/audio.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/audio.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:01:59	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-2b3%22	https://digicyfr.odoo.com/web/static/img/mimetypes/text.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/text.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:00	2851/2851	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-b23%22	https://digicyfr.odoo.com/web/static/img/mimetypes/binary.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/binary.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:01	1063/1063	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-427%22	https://digicyfr.odoo.com/web/static/img/mimetypes/video.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/video.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:02	2067/2067	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-813%22	https://digicyfr.odoo.com/web/static/img/mimetypes/archive.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/archive.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:03	2113/2113	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-841%22	https://digicyfr.odoo.com/web/static/img/mimetypes/pdf.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/pdf.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:04	1498/1498	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-5da%22	https://digicyfr.odoo.com/web/static/img/mimetypes/document.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/document.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:05	2555/2555	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-9fb%22	https://digicyfr.odoo.com/web/static/img/mimetypes/web_code.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/web_code.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:06	3457/3457	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-d81%22	https://digicyfr.odoo.com/web/static/img/mimetypes/web_style.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/web_style.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:07	2015/2015	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-7df%22	https://digicyfr.odoo.com/web/static/img/mimetypes/disk.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/disk.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:08	673/673	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-2a1%22	https://digicyfr.odoo.com/web/static/img/mimetypes/spreadsheet.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/spreadsheet.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:09	2275/2275	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-8e3%22	https://digicyfr.odoo.com/web/static/img/mimetypes/certificate.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/certificate.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:10	877/877	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-36d%22	https://digicyfr.odoo.com/web/static/img/mimetypes/presentation.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/presentation.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:11	881/881	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-371%22	https://digicyfr.odoo.com/web/static/img/mimetypes/font.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/font.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:12	1465/1465	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-5b9%22	https://digicyfr.odoo.com/web/static/img/mimetypes/print.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/print.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:13	2549/2549	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-9f5%22	https://digicyfr.odoo.com/web/static/img/mimetypes/script.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/script.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:14	984/984	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-3d8%22	https://digicyfr.odoo.com/web/static/img/mimetypes/javascript.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/javascript.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:15	733/733	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-2dd%22	https://digicyfr.odoo.com/web/static/img/mimetypes/calendar.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/calendar.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:16	1501/1501	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-5dd%22	https://digicyfr.odoo.com/web/static/img/mimetypes/vector.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/mimetypes/vector.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:17	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%2266055ee4-146%22	https://digicyfr.odoo.com/web/static/img/openhand.cur	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web/static/img/openhand.cur	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:18	853/853	---M--	200	added ('OK')	image/svg+xml	etag:%2266055ee4-355%22	https://digicyfr.odoo.com/web_editor/static/src/img/curved_arrow.svg	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/static/src/img/curved_arrow.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:19	2705/2705	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:20%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/01.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/010678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:20	3611/3611	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:21%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/02.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/020678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:21	5505/5505	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:22%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/03.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/034d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:22	6106/6106	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:23%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/03_001.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/03_0014d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:23	2262/2262	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:24%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/04.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/040678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:24	3863/3863	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:25%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/04_001.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/04_0010678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:25	2889/2889	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:26%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/05.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/050678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:26	4616/4616	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:27%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/05_001.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/05_0010678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:27	31760/31760	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:28%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/06.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/067e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:28	28556/28556	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:29%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/07.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/077e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:29	2299/2299	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:30%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/08.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/080678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:30	2378/2378	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:31%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/09.svg?c1=%237f7f7f	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/090678.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:31	2707/2707	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:32%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/10.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/104d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:32	4386/4386	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:33%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/11.svg?c5=%235F5F5F	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/114d56.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:33	1217/1217	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:34%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/12.svg?c1=%237f7f7f&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/124a1f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:34	1670/1670	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:35%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/12_001.svg?c1=%237f7f7f&c3=%23E8E8E8	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/12_0014a1f.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:35	3195/3195	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:36%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/13.svg?c1=%237f7f7f&c4=%23FFFFFF	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/13c7a0.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:36	4593/4593	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:37%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/13_001.svg?c1=%237f7f7f&c4=%23FFFFFF	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/13_001c7a0.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:37	4501/4501	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:38%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Airy/14.svg?c1=%237f7f7f&c4=%23FFFFFF	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Airy/14c7a0.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:38	171/171	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:39%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/01.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/017e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:39	897/897	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:40%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/01_001.svg?c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/01_0017e50.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
02:02:40	449/449	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2028%20Jun%202024%2000:02:41%20GMT	https://digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/02.svg?c1=%237f7f7f&c2=%23171717	/Users/mac/Downloads/digicyfrwebsite/digicyfr.odoo.com/web_editor/shape/web_editor/Blobs/022c5e.svg	(from https://digicyfr.odoo.com/web/assets/1/2fcbb1f/web.assets_frontend.min.css)
